statement,fact_confidence,classify_confidence,authentication_confidence,label_prediction,label
Says his Texas election fraud investigations have resulted in 50 convictions.,NaN,0.85,NaN,False,False
Miami-Dade County is the No. 1 donor county in the state.,NaN,0.9,NaN,True,False
"We havent had a Republican senator in Washington for ... why, I think Clifford Case was our last Republican senator.",NaN,0.95,NaN,False,True
"Judging by a recent vote, Rep. Debbie Wasserman Schultz thinks its okay for medical marijuana patients to go to federal prison.",NaN,0.85,NaN,False,False
Federal prosecutions for lying on background checks to buy guns are down 40 percent under President Barack Obama.,NaN,0.85,NaN,False,False
We havent yet taken out a negative ad.,NaN,0.7,NaN,False,False
Jane Norton supported the largest tax hike in Colorado history.,NaN,0.85,NaN,False,False
"Here in Florida, Ive slashed government by 10 percent. That's $7 billion.",NaN,0.85,NaN,False,False
"Over the past year ... our 16 counties have hemorrhaged more than 6,000 jobs with no apparent end in sight.",NaN,0.8,NaN,False,False
"Since President Barack Obama took office, you have 1,700 employees just at the Department of Transportation earning over $170,000.",NaN,0.8,NaN,True,False
"New Jerseys governor cut $1.6 billion from public education while handing out $2.1 billion in corporate tax breaks, more than the entire previous decade.",NaN,0.9,NaN,True,True
"Even with recent changes, the average hourly wage at General Motors is still $75 an hour.",NaN,0.98,NaN,False,False
U.S. House opponent Paul Ryan supports cutting funding for veterans by 24 percent.,NaN,0.95,NaN,False,False
"Since 1970, the Clean Air Act has reduced toxic and health-threatening air pollution by 60 percent while our economy has grown more than 200 percent.",NaN,0.95,NaN,True,True
Missouri is #1 in the nation for holding down tuition increases at public universities.,NaN,0.85,NaN,True,True
The Milwaukee business community did not speak about the facts -- and in support of train manufacturer Talgo -- as the Milwaukee-Madison rail link was being killed.,NaN,0.85,NaN,False,True
The U.S. representatives that voted to keep militarizing the police received 73 percent more campaign money from the defense industry than the representatives who voted to stop it.,NaN,0.9,NaN,True,True
We have never done business with Donald Trump.,NaN,0.85,NaN,False,False
Sen. McCain says it was not a mistake to vote against the Bush tax cuts ... but now says the tax cuts need to be made permanent.,NaN,0.95,NaN,True,True
"During the Reagan era, while productivity increased, ""wages for working people remained frozen.""",NaN,0.9,NaN,True,True
"When you look at the earned income tax credit, it has about a 25 percent fraud rate. Were looking at $20 billion to $30 billion.",NaN,0.9,NaN,False,False
"Unemployment insurance kept more than 620,000 children out of poverty in 2012.",NaN,0.95,NaN,True,False
"170,000 of the jobs created in Texas under Gov. Rick Perry were government jobs.",NaN,0.9,NaN,True,False
Says 97 percent of food stamp benefits are paid in the proper amounts to people who are really eligible.,NaN,0.9,NaN,True,True
"To this day, (the Cuban government) is a regime that provides safe harbor to terrorists and fugitives.",NaN,0.85,NaN,True,True
"The Senate has not passed a budget in more than three years, not a good budget, not a bad budget, no budget.",NaN,0.9,NaN,False,True
"Congress includes 36 people accused of spousal abuse, 84 arrested for drunk driving in the past year, 71 with terrible creditand more.",NaN,0.95,NaN,False,False
Says the initial Portland plastic bag ban represented only a modest share of total single-use checkout bag use.,NaN,0.9,NaN,True,False
The Bundy Ranch deal is all about Nevada Sen. Harry Reid using federal violence to take peoples land in his state so he can package it to re-sell it to the Chinese.,NaN,0.98,NaN,False,False
There's no evidence anywhere that offshore drilling has hurt tourism in any area where it has been allowed.,NaN,0.95,NaN,False,False
Says Wisconsin women facing pay discrimination cant do something about it under bill passed by Republicans.,NaN,0.9,NaN,True,False
"Under the new health care law, if a landscaper wants to buy a new lawnmower, or a restaurant needs a new ice-maker, they have to report that to the feds.",NaN,0.98,NaN,False,True
"Says that President Obama said if Congress passed the economic stimulus bill, we would have unemployment at 8 percent and no higher. And it went higher.",NaN,0.85,NaN,False,False
Says Charlie Crist implemented Jeb Bushs A+ Plan.,NaN,0.9,NaN,False,True
We have 650 people who move to Texas every day.,NaN,0.9,NaN,True,True
"By some estimates, as few as 2 percent of the 50,000 (Central American) children who have crossed the border illegally this year have been sent home.",NaN,0.85,NaN,True,True
Says city of Portland has a one-time $22 million surplus,NaN,0.9,NaN,True,False
I never gave up custody of my children. I never lost custody of my children.,NaN,0.9,NaN,False,True
The New England Journal of Medicine released a survey the week that President Obama signed Obamacare stating that over 30 percent of American physicians would leave the profession if the government took over health care.,NaN,0.95,NaN,False,False
You can buy lobster with food stamps.,NaN,0.95,NaN,True,True
I cut more as a percentage out of government than any state in the country this past decade. And where is Michigan in terms of its economic growth? Cutting did not result in economic growth.,NaN,0.7,NaN,False,True
The Obama administration gave Iran $400 million in ransom payment cash.,NaN,0.95,NaN,False,False
"I remember one of [Curt Schillings] teammates said he painted his sock, the bloody sock.",NaN,0.85,NaN,True,False
Not one dime gets added to the deficit because of Social Security.,NaN,0.85,NaN,True,False
"The United States of America, right now, has the strongest, most durable economy in the world.",NaN,0.9,NaN,True,True
Canada sets aside 36 percent of their visas for people with skills they think their country needs. We set aside 6 percent.,NaN,0.85,NaN,False,False
The federal health care law is probably the biggest tax increase ever in the history of our country.,NaN,0.95,NaN,False,False
"There are 60,000 fewer jobs today in this state than we had in 2008.",NaN,0.7,NaN,False,False
On toll roads.,NaN,0.0,NaN,False,False
Says Republicans supported legislation on early voting and in-person voting in 2005.,NaN,0.9,NaN,True,True
"Chained CPI would save $1 trillion in the second decade off the federal budget debt, a report shows.",NaN,0.92,NaN,False,False
Says Austin is the largest city in America without a congressional district anchored in it.,NaN,0.85,NaN,True,True
"A president must ""obtain Congress' consent before formally accepting the Nobel Prize.""",NaN,1.0,NaN,False,False
"When people enter the service, theres not a mental health evaluation.",NaN,0.95,NaN,False,True
"Road congestion costs rush hour drivers in Austin and Dallas more than $1,000 a year. And in Houston, its even more -- almost $1,500 a year.",NaN,0.95,NaN,True,True
Theres more murders with hammers last year than...shotguns and pistols and AK-47s.,NaN,0.95,NaN,False,False
Uses headlines to portray Gov. Rick Perry as beholden to special interests.,NaN,0.85,NaN,False,True
"Ms. Kagan has spent her entire professional career in Harvard Square, Hyde Park and the D.C. Beltway.",NaN,0.95,NaN,False,True
Her campaign and her supporters in her campaign were the ones that borne out the birther movement.,NaN,0.9,NaN,False,False
"Because of voter fraud, Republican candidates need to do a point or two better to win statewide elections in Wisconsin.",NaN,0.98,NaN,False,False
Nine million people have lower-cost HIV/AIDS medicine because of the work of the Clinton Foundation and my husband.,NaN,0.95,NaN,True,True
"Chris Christie helped funnel $6 million in federal Hurricane Sandy money to a senior center in Belleville, N.J., a place that suffered no damage.",NaN,0.85,NaN,True,True
"Massachusetts under Gov. Mitt Romney initially ranked last among states in job growth, but by the end of his governorship, we were in the middle of the pack.",NaN,0.85,NaN,True,False
"The federal budget bill reauthorizes the Overseas Private Investment Corporation, which provides taxpayer dollars so that the Four Seasons hotel can build a resort in Turkey.",NaN,0.95,NaN,False,True
Says that 9 million to 50 million undocumented immigrants live in the United States.,NaN,0.95,NaN,False,False
Ohioans want an end to pay-to-play politics.,NaN,0.7,NaN,False,False
We are the only industrialized nation that doesnt guarantee workers paid family leave.,NaN,0.98,NaN,True,True
"A single mother of two cant qualify for basic healthcare through Medicaid if she makes more than $3,504 dollars a year.",NaN,0.95,NaN,False,True
General Motors is the largest corporation in the world again.,NaN,0.95,NaN,False,False
"A mailer from the Obama campaign ""accurately indicates"" that Hillary Clinton would ""force uninsured people to buy insurance, even if they can't afford it.""",NaN,0.85,NaN,True,False
Says Ohio Treasurer Josh Mandel supports allowing the United States to default on its obligations.,NaN,0.8,NaN,True,False
Says Mitt Romney belittled middle-class tax cuts as nothing more than little Band-Aids.,NaN,0.9,NaN,False,False
A referendum gives the people the chance to decide on cutting the Milwaukee County Board budget by two-thirds,NaN,0.9,NaN,True,False
"Even among second and third generation Muslims in the United States, theres no real assimilation.",NaN,0.95,NaN,False,False
Hackers broke into Virginias prescription-drug database (and) ... obtained more than 8.2 million patient records and a total of nearly 36 million prescriptions.,NaN,0.95,NaN,False,True
"Says Ted Cruz was just bribed by the Kochs to introduce a bill that would give them and their allies Americas national forests, parks, and other public lands and open them for mining, drilling, fracking and logging.",NaN,0.98,NaN,False,False
The (Russian) ruble is already going down.,NaN,0.95,NaN,True,True
On subsidies for ethanol production.,NaN,0.5,NaN,False,False
One out of five of our children live in a family thats on food stamps.,NaN,0.85,NaN,True,True
"Says she brought together business, labor and hospitals to give 94,000 Oregon children health care.",NaN,0.85,NaN,True,True
"According to independent analysis, unfair trade deals have resulted in the loss of over 64,000 jobs in Wisconsin ... But Ron Johnson favors those deals.",NaN,0.7,NaN,False,False
Ohio currently ranks 50th out of all states in income growth.,NaN,0.9,NaN,False,True
We knew Strom Thurmond had proposed the amendment that blocked Puerto Ricos use of Chapter 9 bankruptcy protection.,NaN,0.95,NaN,False,True
"In the four years before I became governor, we increased state debt $5.2 billion. Weve paid it down $2 billion.",NaN,0.8,NaN,False,False
"Says they said it was impossible to balance a budget at the same time, with an $11 billion deficit and we did it.",NaN,0.85,NaN,True,False
Says Bruce Starr broke the law by letting lobbyists wine and dine him in Maui.,NaN,0.92,NaN,False,False
Latina who enthusiastically supported Donald Trump on stage in Las Vegas in October 2015 has been deported.,NaN,0.95,NaN,False,False
John McCain is right on that one. The line-item veto is the best tool the president has to rein in excessive spending.,NaN,0.85,NaN,False,False
"In 2009, the FBI referred more than 71,000 cases of people failing background checks when trying to buy a gun to another federal agency, but U.S. attorneys ultimately prosecuted only 77 of them.",NaN,0.95,NaN,True,False
Says Barack Obama is the first president in modern history not to have a single year of 3 percent growth.,NaN,0.98,NaN,True,True
Half of all hospitalized seniors are suffering from malnutrition so severe that it either caused their illness or it prevents them from getting better.,NaN,0.9,NaN,False,False
"Under conservative leadership, Congress has reduced the federal deficit by 60 percent nearly $800 billion.",NaN,0.92,NaN,False,False
Says Patrick Murphy never worked as a CPA and was never a small business owner.,NaN,0.95,NaN,False,False
"In 2012, Wall Street gave Scott Brown more campaign contributions than any other candidate -- $5.3 million.",NaN,0.9,NaN,True,True
$65 billion would be added to the deficit if we keep the cuts for people on the highest incomes.,NaN,0.8,NaN,True,True
"What I look at every month is how many more New Jerseyans are back to work. You have another 9,900 last month that are back to work and over almost 90,000 that are back to work now since I became governor.",NaN,0.9,NaN,True,False
Says Newt Gingrich co-sponsored a bill with Nancy Pelosi that would have given $60 million a year to a U.N. program supporting Chinas brutal one-child policy.,NaN,0.95,NaN,False,False
"Poor people go to a ""payday lender...and they pay 300, 400, 500 percent interest.""",NaN,0.95,NaN,True,True
"Other states have considered or have sunset advisory commissions; the federal government has the ability, too.",NaN,0.95,NaN,True,True
"Under Wisconsin law, anyone who knows anything about a John Doe secret criminal investigation cant talk about it.",NaN,0.85,NaN,True,False
 ... following World War II war crime trials were convened. The Japanese were tried and convicted and hung for war crimes committed against American POWs. Among those charges for which they were convicted was waterboarding.,NaN,0.95,NaN,True,True
"On the economic crisis, ""the biggest problem in this whole process was the deregulation of the financial system.""",NaN,0.85,NaN,True,False
"Texas high school graduation rate went from 27th in the country in 2002, to second highest in the country in 2013.",NaN,0.95,NaN,True,False
Says the secret John Doe criminal investigation of his campaign has been resolved and two judges have said it is over.,NaN,0.9,NaN,True,False
"Obama came into office ""with a $1.3 trillion deficit before I had passed any law. ... We came in with $8 trillion worth of debt over the next decade.""",NaN,0.95,NaN,True,True
"Says Daniel Webster wants to make divorce illegal, even for abused wives.",NaN,0.95,NaN,False,False
"Says Amanda Fritz publicly claimed to be endorsed by NARAL Pro-Choice Oregon, both on her website and in the voters guide.",NaN,0.95,NaN,True,False
"I'll tell you what I can tell this country: If they want a president who doesn't believe in God, there's probably plenty of choices.",NaN,0.85,NaN,True,False
Drinking champagne could help prevent Alzheimers and other forms of dementia.,NaN,0.98,NaN,False,False
"Because of the health care act, The people who have health care and like it in this county are not going to be able to keep what they have.",NaN,0.85,NaN,False,False
Ford is moving all of their small-car production to Mexico.,NaN,0.9,NaN,False,True
"Right now in Georgia, nearly one in three leaving our prisons are re-convicted within three years.",NaN,0.9,NaN,True,True
Says Kay Hagan supports waivers for friends of Obama and special treatment for Congress and their staffs.,NaN,0.9,NaN,False,False
Says shes never said dont build Texas 45 Southwest.,NaN,0.85,NaN,False,False
The Department of Homeland Security is the only federal department not funded for this entire fiscal year by Congress.,NaN,0.9,NaN,False,True
"If you are a member of union, your median weekly income is roughly $200 more than if you are a nonunion member, and that doesnt include benefits.",NaN,0.9,NaN,True,True
"For every dollar (in the stimulus package) that is spent to help small businesses, $4 is being spent to help upkeep the grass on the lawns of Washington.",NaN,0.98,NaN,False,False
"If sea levels rise six feet due to climate change, Waterplace Park in Providence and Wickford village would be swamped",NaN,0.9,NaN,True,True
"Chinese tire imports threatened 1,000 American jobs, so President Obama stood up to China and protected American workers. Mitt Romney attacked Obamas decision.",NaN,0.85,NaN,True,True
"Says the state of Texas rates as unacceptable almost 500 of the states 8,000 public schools.",NaN,0.95,NaN,True,True
The Wisconsin Economic Development Corporation is a proven job creator.,NaN,0.8,NaN,False,False
Says Dan Patrick proposed Arizona-style show-me-your-papers legislation.,NaN,0.95,NaN,True,True
Our (Texas) graduation rate ranks 43rd out of 50 states.,NaN,0.95,NaN,False,True
Says that his transportation budget and Ohio Turnpike plan would make sure we have lower tolls than weve had through the history of the turnpike.,NaN,0.9,NaN,False,False
The war spending bill actually spends more money on the International Monetary Fund than on the war.,NaN,0.95,NaN,False,False
North Carolina has one of the fastest growing populations as well as the fastest growing economy in the country.,NaN,0.85,NaN,False,True
Says Paul Ryans budget relies on the same $700 billion in savings from Medicare that Mitt Romney and other Republicans have been attacking Democrats about.,NaN,0.95,NaN,True,True
Says Hillary Clintons State Department blocked investigation into Orlando killers mosque.,NaN,0.95,NaN,False,False
The Madison-Milwaukee (high-speed) train line is dead.,NaN,0.95,NaN,True,False
"In February, John McCain suggested the Bergdahl-Taliban swap that he now calls outrageous and dangerous.",NaN,0.9,NaN,False,True
"Says that in 2011, Oregon had the second fastest growing economy in the nation.",NaN,0.85,NaN,False,True
Robert Hurt supported a bill that helped the uranium industry after taking contributions from the industry and because his father had a stake in it.,NaN,0.85,NaN,True,False
Sherrod Brown supported President Obamas $453 billion tax increase.,NaN,0.9,NaN,False,False
I never favored cap and trade.,NaN,0.9,NaN,False,False
"The runnerup to Caitlyn Jenner for ESPNs Arthur Ashe Courage Award was Army veteran Noah Galloway, who lost an arm and leg to a roadside bomb in Iraq.",NaN,0.9,NaN,False,False
"Every year the state loses 8,000-10,000 acres of land in bear country.",NaN,0.7,NaN,False,False
Caution: Kissing and cuddling chickens can be hazardous to your health.,NaN,0.95,NaN,True,True
Says Connie Mack is protecting Chevron oil from a multi-billion dollar lawsuit over pollution of rivers and rainforests.,NaN,0.9,NaN,False,False
Theyre paying a less rate of tax -- these richest people in America -- than they have in the last 80 years.,NaN,0.85,NaN,True,True
The coalition of Arab states against Libyas Moammar Gadhafi is the biggest coalition against a fellow Arab leader since the Persian Gulf War in 1990-1991.,NaN,0.9,NaN,True,True
"The CBO says if we raise the minimum wage the way Charlie (Crist) wants to do it, it would lose 500,000 jobs.",NaN,0.9,NaN,True,False
"The Obama administration is using as its legal justification for these airstrikes (on the Islamic State), an authorization for military force that the president himself has called for repeal of.",NaN,0.98,NaN,True,True
Florida is enjoying its lowest crime rate in 39 years.,NaN,0.95,NaN,True,True
There has never been a panther attack in the history of Florida.,NaN,0.9,NaN,False,True
"In this judicial race, special interest groups have demanded money from me, in exchange for endorsement and support.",NaN,0.7,NaN,False,False
"Before Medicare, only 51 percent of Americans 65 and older had health care coverage and nearly 30 percent lived below the poverty line. Today, thanks to Medicare ... nearly all seniors have coverage and 75 percent fewer struggle in poverty.",NaN,0.9,NaN,True,False
Says the federal government hosted a conference and ordered 250 muffins at 16 bucks a piece.,NaN,0.9,NaN,False,False
Says the Simpson-Bowles deficit reduction proposal went from President Barack Obamas desk to the garbage can.,NaN,0.9,NaN,True,False
"Fifty-six percent decline in overall crime. A 73 percent decline in motor-vehicle theft. A 67 percent decline in robbery. A 66 percent decline in murder. This is way beyond what happened in the nation during this period of time.	crime	rudy-giuliani	Attorney	New York	republican	9	11	10	7	3	New York, N.Y.
5122.json	mostly-true	In 1958, there were 16 states in this country that prohibited -- prohibited -- an African-American and a Caucasian from being married.	civil-rights,gays-and-lesbians,marriage	sheila-oliver	Assemblywoman	New Jersey	democrat	0	1	1	3	0	a news conference
11191.json	true	Says Donald Trump has changed his mind on abortion.	abortion	carly-fiorina		California	republican	5	5	4	3	2	the first Republican presidential debate
10315.json	mostly-true	It has been many years, if ever, since an inmate has completed his or her high school diploma while incarcerated in a state correctional facility for adults.	corrections-and-updates,criminal-justice,public-safety	lc-buster-evans	Assistant Commissioner	Georgia	none	0	0	0	1	0	in a press release
1964.json	mostly-true	Says U.S. Rep. Michael McCaul is the sixth-richest person in Congress.	candidates-biography	ted-ankrum	Retired	Texas	democrat	0	1	0	1	0	a speech
624.json	true	McCain is raising campaign cash with one of (Jack) Abramoff's closest business partners: scandal-plagued conservative activist Ralph Reed.""",NaN,0.95,NaN,True,True
More than 10 years of free trade has brought a $2 billion per day trade deficit.,NaN,0.9,NaN,True,True
"Says Kurt Schrader voted to cut $500 billion from Medicare, threatening thousands of Oregon seniors and their access to their current coverage.",NaN,0.9,NaN,False,False
"Believe it or not, consumer spending is up over the last eight months.",NaN,0.95,NaN,True,True
"Under Common Core standards, it takes more than a minute to teach a student how to add nine plus six.",NaN,0.98,NaN,False,False
Rick Scott says he supported in-state tuition for Dreamers while Charlie Crist was against it.,NaN,0.9,NaN,False,False
Black children constitute 18 percent of the nations public school population but 40 percent of the children who are suspended or expelled.,NaN,0.95,NaN,True,True
I opposed TPP (Trans-Pacific Partnership) and have always opposed TPP.,NaN,0.9,NaN,False,True
President Obama and liberal former DNC Chairman Tim Kaines $787 billion stimulus failed to create jobs.,NaN,0.95,NaN,False,False
"Says that during his eight years as Florida governor, we created 1.3 million net new jobs -- more jobs created than Texas.",NaN,0.95,NaN,False,True
"Marco Rubio's ""income skyrocketed while his power increased.""",NaN,0.85,NaN,True,True
This ban will only apply to Oregon commercial fishermen. Washington commercial fishermen would still be allowed to use gillnets on the Columbia River.,NaN,0.95,NaN,True,False
Says Republican recall challenger Jonathan Steitz failed to pay his taxes.,NaN,0.9,NaN,False,False
"In six years, (U.S. Rep. Gary) Peters introduced zero bills that became law.",NaN,0.95,NaN,True,False
Measures taken by my administration have saved taxpayers $1 billion.,NaN,0.7,NaN,False,True
"Says his proposed payroll tax cut will mean an extra $1,500 in your pocket compared to if we do nothing.",NaN,0.8,NaN,False,True
"In last weeks debate, Bernie questioned Hillarys commitment to fighting climate change because a whopping 0.2 percent of the money given to our campaign has come from employees of oil and gas companies. Not even 2 percent, mind you: 0.2 percent.",NaN,0.95,NaN,True,True
"A few months ago when you were asked whats the biggest geopolitical threat facing America, you said Russia.",NaN,0.95,NaN,True,False
Says his views on reparations for slavery are the same as Barack Obamas and Hillary Clintons.,NaN,0.85,NaN,True,True
Says the National Labor Relations Board told Boeing that it cant build a factory in a non-union state.,NaN,0.95,NaN,False,False
"Says by rejecting an expansion of Medicaid under the new law, Georgia was depriving 25,000 veterans of health care coverage.",NaN,0.85,NaN,False,True
Says the case of a Texas judge who refused to perform heterosexual weddings exposes a double standard in the case against Kentucky clerk Kim Davis.,NaN,0.9,NaN,False,False
Obamacare will drive 2.5 million Americans out of the workforce.,NaN,0.9,NaN,False,False
Peter Kilmartin voted for the 38 Studios loan guarantee and his State House job was to twist [legislators] arms to vote for deals like this.,NaN,0.95,NaN,True,False
On Donald Trumps track record in business,NaN,0.3,NaN,False,False
"Eleven states complete their [legislative] sessions within three calendar months, and another five only meet biennially.",NaN,0.8,NaN,True,True
"With the exception of baby formula, the federal government does not require any food to carry an expiration date, and state laws vary widely.",NaN,0.95,NaN,True,True
"On my first day in office, I ordered a review of every regulation in the pipeline and every contract exceeding $1 million.",NaN,0.85,NaN,False,True
The amount of money that we put into running our own state legislature is nearly as much as we put into the University of Rhode Island.,NaN,0.9,NaN,False,False
Says Sean Duffy was a no-show as Ashland County District Attorney while he was on the campaign trail,NaN,0.95,NaN,False,False
Beaverton enjoys the most diverse population (by percentage of population) among Oregon cities.,NaN,0.7,NaN,False,False
"Says after leaving the White House, Hillary Clinton was forced to return an estimated $200,000 in White House china, furniture and artwork that she had stolen.",NaN,0.98,NaN,False,False
Georgia is the Saudi Arabia of pine trees.,NaN,0.9,NaN,True,False
U.S. Senate candidate Jack Kingston voted for the Cash for Clunkers program.,NaN,0.95,NaN,False,False
"Put simply, less government spending equals more private sector jobs.",NaN,0.85,NaN,False,False
I turned a $110 million deficit into a $1.6 million surplus for our city.,NaN,0.85,NaN,False,False
Seventy percent of Americans dont have a college degree.,NaN,0.95,NaN,True,True
"Under the plan, for the first five years your employer not only has to keep the coverage, but you can't migrate to the public plan.",NaN,0.9,NaN,False,False
Says the oil industry subsidies that President Barack Obama is attacking dont exist,NaN,0.95,NaN,False,False
"President Barack Obamas veto of the Keystone XL pipeline killed 42,000 jobs.",NaN,0.95,NaN,False,False
John McCain decided to stand with George Bush 95 percent of the time (last year).,NaN,0.95,NaN,True,True
"Says Bill Pascrell voted to eliminate all estate taxes for billionaires, and I voted no.",NaN,0.95,NaN,False,False
"In Hillary Clintons tax returns, you saw a lot of income coming from donors to the Clinton Foundation and people who benefitted from her State Department term as well.",NaN,0.95,NaN,False,False
"Says that when the Rolling Stones performed in an Austin park, they paid $25,000 to the nearby city of Rollingwood for one night of inconvenience.",NaN,0.85,NaN,True,True
Says the NAACPs Ohio chapter has endorsed Issue 2.,NaN,0.95,NaN,False,False
Florida led the nation in job creation while Bush was governor.,NaN,0.8,NaN,False,False
Says Marco Rubio knows full well I voted for his amendment to increase military spending to $697 billion.,NaN,0.9,NaN,True,True
Says Joe Heck voted to shut down the government.,NaN,0.9,NaN,False,False
Oil production is down 14 percent this year on federal land.,NaN,0.9,NaN,False,False
"Of the 98 top oxycodone-dispensing doctors who used to live in Florida, today, there are none.",NaN,0.95,NaN,True,True
A white family is likely to have about six times as much wealth than a black or Hispanic family coming out of the recession.,NaN,0.95,NaN,True,True
John McCain has changed position on invading Iraq.,NaN,0.9,NaN,True,False
State employees are actually going to get a pay raise.,NaN,0.6,NaN,False,False
"A Texas law requires every high school to have a voter registrar and part of their responsibility is to make sure that when children become 18 and become eligible to vote, that they vote.",NaN,0.9,NaN,False,False
Federal spending on entitlements is projected to consume all revenue by 2045.,NaN,0.85,NaN,False,True
Congressman Kasich wants to use our tax dollars to give secret bonuses to his corporate friends.,NaN,0.93,NaN,False,False
"The Democrat majority in the Senate has failed to submit [a] budget in the past 1,000 days.",NaN,0.95,NaN,True,False
Says Rick Perry increased spending in Texas by more than 50 percent.,NaN,0.9,NaN,True,False
"Says as a share of the US economy, the governments support for research and development (RD) has fallen by nearly two-thirds since the 1960s.",NaN,0.95,NaN,True,True
Says Texas Republican leaders have proposed laying off thousands of teachers.,NaN,0.85,NaN,False,False
The Democratic health care bill in the House would create 53 new government bureaucracies.,NaN,0.95,NaN,False,False
Says that Donald Trump supported Charlie Crist.,NaN,0.95,NaN,True,True
"Dollar General added 2,500 stores and 20,000 jobs during his four-year tenure as CEO.",NaN,0.95,NaN,True,True
Property tax exemptions can be granted to small businesses that move into Milwaukee County.,NaN,0.9,NaN,False,False
Gov. Sarah Palin got precisely zero support for her call for Alaskas Democratic Senator Mark Begich to resign because Ted Stevens corruption conviction was overturned.,NaN,0.95,NaN,True,False
Says overwhelming majorities of Americans support gun legislation like background checks.,NaN,0.95,NaN,True,True
"Under the DREAM Act, after two years of higher education or military service you are eligible for citizenship. Once a citizen, this paves the way to bring the rest of (your) extended family to the United States.",NaN,0.95,NaN,False,False
"Since President Barack Obama took office, 2 million more Americans are out of work.",NaN,0.95,NaN,False,False
Says opponent David Dewhurst is a career politician.,NaN,0.95,NaN,True,False
Says Virginia economic development officials decided they didnt want to bid on his companys electric automobile plant.,NaN,0.9,NaN,True,False
"The State Department says the 42,000 jobs created by the Keystone XL pipeline are ongoing, enduring jobs.",NaN,0.98,NaN,False,False
Wisconsins new state budget includes a 15 percent increase for road construction and yet weve got local towns tearing up paved roads and replacing them with gravel.,NaN,0.8,NaN,True,False
The Obama administration is refusing to directly arm the Kurds.,NaN,0.9,NaN,True,True
"The Obama administrations green stimulus program funneled close to $2 billion dollars to overseas firms, creating thousands of jobs in China.",NaN,0.85,NaN,False,False
The worlds 62 richest people own the same wealth as the 3.6 billion poorest.,NaN,0.9,NaN,True,True
"There are approximately 18,000 (police) departments in the United States.",NaN,0.95,NaN,True,True
The cost-of-living increase in Social Security is tied to wage inflation.,NaN,0.98,NaN,False,False
Nearly a quarter of all adults in this state have some college credit without a degree.,NaN,0.9,NaN,True,True
"Of the more than 1.3 million temporary mortgage modifications, over half have defaulted.",NaN,0.85,NaN,True,False
Republicans tried to block the deficit commission.,NaN,0.9,NaN,True,False
The state is able to sharply curtail contract bargaining rights for state employee unions.,NaN,0.95,NaN,True,True
On his support for sharply limiting collective bargaining by public employees.,NaN,0.95,NaN,True,False
Georgia is one of only about seven states in the country that has a AAA bond rating.,NaN,0.9,NaN,True,True
"Rick Perry attempted to fast-track unnecessary coal-fired power plants, which degrade air quality and would cost billions. Fortunately, a court stopped him.",NaN,0.93,NaN,True,True
"Two years ago Providence alone spent $50,000 a year notifying the school department about residents in the states sex offender registry.",NaN,0.8,NaN,False,False
"In many instances, (peoples) health care costs are more than their mortgage costs or their rent, which, by the way, is a first in American history.",NaN,0.85,NaN,False,False
"Since the passage of Obamas stimulus package, over 1 million additional jobs were lost and nearly 25 million Americans are out of work, are stuck in part-time work, or have given up looking.",NaN,0.8,NaN,True,False
Three in four low-income workers dont have any paid sick days available.,NaN,0.9,NaN,True,True
"Says Vince Polistina is collecting nearly $70,000 in taxpayer-funded salaries -- plus a government pension.",NaN,0.9,NaN,True,False
The Department of Health and Human Services is providing $160 million to the state of Pennsylvania to set up a new high-risk insurance pool program that would cover any abortion legal in the state.,NaN,0.95,NaN,False,False
We have SAT scores lower than that of Alabama.,NaN,0.9,NaN,False,False
Boston Marathon bombing suspect Tamerlan Tsarnaev is buried not far from President Kennedys grave.,NaN,0.98,NaN,False,False
Gov. Romneys plan would cut taxes for the folks at the very top.,NaN,0.95,NaN,True,True
Says David Prosser = Scott Walker.,NaN,1.0,NaN,False,False
"Politician Reid Ribble wants to phase out Social Security, forcing Wisconsin seniors to fend for themselves.",NaN,0.92,NaN,False,False
Says Houstons 18th congressional district has been gentrified and is home to more Anglos than African Americans.,NaN,0.95,NaN,False,False
"The Hyde Amendmentlanguage was in the (human trafficking) bill. The Democratic sponsor admits it was in the bill, and she voted for it.",NaN,0.95,NaN,True,True
"Says Joe Heck voted 10 times to defund Planned Parenthood ... and Heck opposes a womans right to choose, even when her health is at risk.",NaN,0.9,NaN,True,True
"Stimulus tax cuts ""began showing up in paychecks of 4.8 million Indiana households about three months ago.""",NaN,0.9,NaN,False,False
Says Hillary Clinton called the Trans-Pacific Partnership the gold standard. You called it the gold standard of trade deals. You said its the finest deal youve ever seen.,NaN,0.95,NaN,True,True
Bernie Sanders voted against the Brady Bill -- background checks and waiting periods.,NaN,0.98,NaN,True,True
Says Charlie Crist and Missouri Rep. Todd Akin hold same abortion views. No exception except the life of the mother.,NaN,0.9,NaN,False,False
Barack Obama has doubled our national debt. Doubled it. Its going to be close to $20 trillion when he leaves.,NaN,0.9,NaN,True,False
"Say Matt Wand cut Troutdale police, created a slush fund for himself.",NaN,0.95,NaN,False,False
Were second only to Boston in college students per capita.,NaN,0.8,NaN,False,False
"Not even expensive bottled water, like Perrier and Evian, are of good enough quality to pump out of mines in Southwest Virginia, according to the EPA regulation.",NaN,0.95,NaN,False,False
Obama Declares November National Muslim Appreciation Month.,NaN,0.99,NaN,False,False
